"model","season","week","system","team","time","kind","proj"
"k",2026,3,"dec","ARI","2026-09-24T18:50:51Z","refresh",7.35427558783317
"k",2026,3,"dec","TEN","2026-09-24T18:50:51Z","refresh",7.29129530769121
"k",2026,3,"dec","MIA","2026-09-24T18:50:51Z","refresh",6.95998864257488
"k",2026,3,"dec","WAS","2026-09-24T18:50:51Z","refresh",6.68278397457186
"dst",2026,3,"espn","KC","2026-09-24T19:42:45Z","refresh",9.35685246726923
"dst",2026,3,"espn","SEA","2026-09-24T19:42:45Z","refresh",9.22784662060351
"dst",2026,3,"espn","MIN","2026-09-24T19:42:45Z","refresh",7.94073522068276
"dst",2026,3,"espn","NO","2026-09-24T19:42:45Z","refresh",7.90513568068804
"dst",2026,3,"espn","CAR","2026-09-24T19:42:45Z","refresh",7.87200994894073
"dst",2026,3,"espn","JAX","2026-09-24T19:42:45Z","refresh",7.67076227165417
"dst",2026,3,"espn","GB","2026-09-24T19:42:45Z","refresh",7.60971225757342
"dst",2026,3,"espn","NYG","2026-09-24T19:42:45Z","refresh",7.47893302020236
"dst",2026,3,"espn","SF","2026-09-24T19:42:45Z","refresh",7.46979792425794
"dst",2026,3,"espn","HOU","2026-09-24T19:42:45Z","refresh",7.32413926950534
"dst",2026,3,"espn","BUF","2026-09-24T19:42:45Z","refresh",6.7676122712294
"dst",2026,3,"espn","TB","2026-09-24T19:42:45Z","refresh",6.66382595938425
"dst",2026,3,"espn","DET","2026-09-24T19:42:45Z","refresh",6.43755853850703
"dst",2026,3,"espn","CHI","2026-09-24T19:42:45Z","refresh",6.42328990211288
"dst",2026,3,"espn","PHI","2026-09-24T19:42:45Z","refresh",6.4228039389571
"dst",2026,3,"espn","TEN","2026-09-24T19:42:45Z","refresh",6.28637262825536
"dst",2026,3,"espn","PIT","2026-09-24T19:42:45Z","refresh",6.23766769229741
"dst",2026,3,"espn","LA","2026-09-24T19:42:45Z","refresh",6.2374646843472
"dst",2026,3,"espn","LV","2026-09-24T19:42:45Z","refresh",6.07448183296644
"dst",2026,3,"espn","CIN","2026-09-24T19:42:45Z","refresh",6.00877262674631
"dst",2026,3,"espn","CLE","2026-09-24T19:42:45Z","refresh",5.63736852387839
"dst",2026,3,"espn","ATL","2026-09-24T19:42:45Z","refresh",5.37363215437828
"dst",2026,3,"espn","NE","2026-09-24T19:42:45Z","refresh",5.34839791502032
"dst",2026,3,"espn","IND","2026-09-24T19:42:45Z","refresh",4.99305348869398
"dst",2026,3,"espn","WAS","2026-09-24T19:42:45Z","refresh",4.46025622642326
"dst",2026,3,"espn","DEN","2026-09-24T19:42:45Z","refresh",4.22450346953854
"dst",2026,3,"espn","BAL","2026-09-24T19:42:45Z","refresh",3.66229510614576
"dst",2026,3,"espn","NYJ","2026-09-24T19:42:45Z","refresh",3.32797025442204
"dst",2026,3,"espn","LAC","2026-09-24T19:42:45Z","refresh",2.11150955454058
"dst",2026,3,"espn","ARI","2026-09-24T19:42:45Z","refresh",1.91008795558902
"dst",2026,3,"espn","MIA","2026-09-24T19:42:45Z","refresh",1.69234599641375
"dst",2026,3,"espn","DAL","2026-09-24T19:42:45Z","refresh",1.6877668394661
"dst",2026,3,"yahoo","KC","2026-09-24T19:42:45Z","refresh",9.39002797566632
"dst",2026,3,"yahoo","SEA","2026-09-24T19:42:45Z","refresh",8.83923848075185
"dst",2026,3,"yahoo","MIN","2026-09-24T19:42:45Z","refresh",8.45574903314261
"dst",2026,3,"yahoo","JAX","2026-09-24T19:42:45Z","refresh",8.30294296233219
"dst",2026,3,"yahoo","NO","2026-09-24T19:42:45Z","refresh",8.08929529017046
"dst",2026,3,"yahoo","CAR","2026-09-24T19:42:45Z","refresh",8.08243265315586
"dst",2026,3,"yahoo","SF","2026-09-24T19:42:45Z","refresh",7.81097227323061
"dst",2026,3,"yahoo","GB","2026-09-24T19:42:45Z","refresh",7.78108681138808
"dst",2026,3,"yahoo","HOU","2026-09-24T19:42:45Z","refresh",7.75412503152399
"dst",2026,3,"yahoo","BUF","2026-09-24T19:42:45Z","refresh",7.60234286765445
"dst",2026,3,"yahoo","NYG","2026-09-24T19:42:45Z","refresh",7.42871485076522
"dst",2026,3,"yahoo","DET","2026-09-24T19:42:45Z","refresh",7.34263460642234
"dst",2026,3,"yahoo","CHI","2026-09-24T19:42:45Z","refresh",7.15427451855413
"dst",2026,3,"yahoo","TB","2026-09-24T19:42:45Z","refresh",7.03337320592014
"dst",2026,3,"yahoo","LV","2026-09-24T19:42:45Z","refresh",6.95122137109557
"dst",2026,3,"yahoo","PIT","2026-09-24T19:42:45Z","refresh",6.91967842677295
"dst",2026,3,"yahoo","LA","2026-09-24T19:42:45Z","refresh",6.76392816130217
"dst",2026,3,"yahoo","TEN","2026-09-24T19:42:45Z","refresh",6.57407501286229
"dst",2026,3,"yahoo","PHI","2026-09-24T19:42:45Z","refresh",6.48334035794008
"dst",2026,3,"yahoo","NE","2026-09-24T19:42:45Z","refresh",6.39088780385072
"dst",2026,3,"yahoo","CIN","2026-09-24T19:42:45Z","refresh",6.31467985984611
"dst",2026,3,"yahoo","ATL","2026-09-24T19:42:45Z","refresh",6.2654835384682
"dst",2026,3,"yahoo","CLE","2026-09-24T19:42:45Z","refresh",6.26106104374629
"dst",2026,3,"yahoo","IND","2026-09-24T19:42:45Z","refresh",6.25867786575523
"dst",2026,3,"yahoo","DEN","2026-09-24T19:42:45Z","refresh",5.47246555619921
"dst",2026,3,"yahoo","WAS","2026-09-24T19:42:45Z","refresh",5.21522469244775
"dst",2026,3,"yahoo","BAL","2026-09-24T19:42:45Z","refresh",5.17371884750317
"dst",2026,3,"yahoo","NYJ","2026-09-24T19:42:45Z","refresh",4.74486757820091
"dst",2026,3,"yahoo","LAC","2026-09-24T19:42:45Z","refresh",3.99743872799331
"dst",2026,3,"yahoo","ARI","2026-09-24T19:42:45Z","refresh",3.65513928872116
"dst",2026,3,"yahoo","DAL","2026-09-24T19:42:45Z","refresh",3.6057161050719
"dst",2026,3,"yahoo","MIA","2026-09-24T19:42:45Z","refresh",3.32753495420023
"dst",2026,3,"ffpc","KC","2026-09-24T19:42:45Z","refresh",10.650271772524
"dst",2026,3,"ffpc","SEA","2026-09-24T19:42:45Z","refresh",9.98939220416551
"dst",2026,3,"ffpc","CAR","2026-09-24T19:42:45Z","refresh",9.62935754027272
"dst",2026,3,"ffpc","MIN","2026-09-24T19:42:45Z","refresh",9.30995957669261
"dst",2026,3,"ffpc","NO","2026-09-24T19:42:45Z","refresh",9.28372701192519
"dst",2026,3,"ffpc","JAX","2026-09-24T19:42:45Z","refresh",9.06385109284278
"dst",2026,3,"ffpc","GB","2026-09-24T19:42:45Z","refresh",9.02636099771654
"dst",2026,3,"ffpc","SF","2026-09-24T19:42:45Z","refresh",8.80836666246479
"dst",2026,3,"ffpc","HOU","2026-09-24T19:42:45Z","refresh",8.70047498679863
"dst",2026,3,"ffpc","NYG","2026-09-24T19:42:45Z","refresh",8.69934832417259
"dst",2026,3,"ffpc","DET","2026-09-24T19:42:45Z","refresh",8.65616933890263
"dst",2026,3,"ffpc","BUF","2026-09-24T19:42:45Z","refresh",8.60242935180649
"dst",2026,3,"ffpc","TB","2026-09-24T19:42:45Z","refresh",8.05071092049088
"dst",2026,3,"ffpc","CHI","2026-09-24T19:42:45Z","refresh",7.98154902622838
"dst",2026,3,"ffpc","PIT","2026-09-24T19:42:45Z","refresh",7.81671003745254
"dst",2026,3,"ffpc","LV","2026-09-24T19:42:45Z","refresh",7.7733096008442
"dst",2026,3,"ffpc","LA","2026-09-24T19:42:45Z","refresh",7.68444975048898
"dst",2026,3,"ffpc","PHI","2026-09-24T19:42:45Z","refresh",7.58387468188962
"dst",2026,3,"ffpc","CIN","2026-09-24T19:42:45Z","refresh",7.55125822038107
